# Today: 2015.1221
#
# Dr. Peter Koehler
# Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research
# PO Box 12 01 61, D-27515 Bremerhaven, Germany
# Phone: +49 471 4831 1687
# Email: Peter.Koehler@awi.de
#
# Reference: Köhler, P., de Boer, B., von der Heydt, A. S., Stap, L. B., and van de Wal, R. S. W.: On the state dependency of the equilibrium climate sensitivity during the last 5 million years, Clim. Past, 11, 1801-1823, doi:10.5194/cp-11-1801-2015, 2015.
#
# Figure 4c: Calculated changes in radiative forcing caused by land ice albedo (Delta R_[LI])
#
# column 1: Time (kyr BP)
# column 2: Calculated changes in radiative forcing caused by land ice albedo (Delta R_[LI] in W/m^2) (blue line)
# column 3: Calculated uncertainty of 1 sigma of (Delta R_[LI] in W/m^2) (cyan band) 
#
-4566.0	0.5411	0.1123
-4564.0	0.5489	0.1139
-4562.0	0.5274	0.1094
-4560.0	0.5191	0.1077
-4558.0	0.5344	0.1109
-4556.0	0.6049	0.1256
-4554.0	0.6653	0.1381
-4552.0	0.6816	0.1414
-4550.0	0.7223	0.1499
-4548.0	0.7733	0.1605
-4546.0	0.8068	0.1674
-4544.0	0.8129	0.1687
-4542.0	0.8006	0.1661
-4540.0	0.7497	0.1556
-4538.0	0.6579	0.1365
-4536.0	0.5781	0.1200
-4534.0	0.4906	0.1018
-4532.0	0.4813	0.0999
-4530.0	0.4835	0.1003
-4528.0	0.4894	0.1016
-4526.0	0.5028	0.1043
-4524.0	0.5608	0.1164
-4522.0	0.6963	0.1445
-4520.0	0.7980	0.1656
-4518.0	0.7843	0.1628
-4516.0	0.6928	0.1438
-4514.0	0.6694	0.1389
-4512.0	0.6727	0.1396
-4510.0	0.6729	0.1396
-4508.0	0.6467	0.1342
-4506.0	0.5805	0.1205
-4504.0	0.4955	0.1028
-4502.0	0.4525	0.0940
-4500.0	0.4343	0.0902
-4498.0	0.4208	0.0877
-4496.0	0.4165	0.0865
-4494.0	0.4168	0.0866
-4492.0	0.4139	0.0859
-4490.0	0.4279	0.0888
-4488.0	0.4636	0.0962
-4486.0	0.5301	0.1101
-4484.0	0.5712	0.1186
-4482.0	0.5783	0.1200
-4480.0	0.5802	0.1204
-4478.0	0.6276	0.1302
-4476.0	0.6818	0.1415
-4474.0	0.7324	0.1520
-4472.0	0.7458	0.1548
-4470.0	0.7460	0.1548
-4468.0	0.7449	0.1546
-4466.0	0.7492	0.1555
-4464.0	0.7495	0.1555
-4462.0	0.7489	0.1554
-4460.0	0.7448	0.1546
-4458.0	0.7224	0.1499
-4456.0	0.6792	0.1409
-4454.0	0.6375	0.1323
-4452.0	0.6033	0.1252
-4450.0	0.5771	0.1197
-4448.0	0.5598	0.1162
-4446.0	0.6082	0.1262
-4444.0	0.6562	0.1362
-4442.0	0.6773	0.1406
-4440.0	0.6875	0.1427
-4438.0	0.6904	0.1433
-4436.0	0.6897	0.1431
-4434.0	0.6894	0.1431
-4432.0	0.6915	0.1435
-4430.0	0.6897	0.1431
-4428.0	0.6849	0.1421
-4426.0	0.6552	0.1360
-4424.0	0.6282	0.1304
-4422.0	0.6050	0.1256
-4420.0	0.5550	0.1152
-4418.0	0.5083	0.1055
-4416.0	0.4597	0.0954
-4414.0	0.4321	0.0897
-4412.0	0.4449	0.0923
-4410.0	0.4583	0.0951
-4408.0	0.4601	0.0955
-4406.0	0.4538	0.0942
-4404.0	0.4621	0.0959
-4402.0	0.4811	0.0998
-4400.0	0.5119	0.1062
-4398.0	0.5401	0.1121
-4396.0	0.5714	0.1186
-4394.0	0.6310	0.1309
-4392.0	0.7042	0.1461
-4390.0	0.7962	0.1652
-4388.0	0.8414	0.1746
-4386.0	0.8639	0.1793
-4384.0	0.8576	0.1780
-4382.0	0.7763	0.1611
-4380.0	0.7076	0.1468
-4378.0	0.7033	0.1460
-4376.0	0.7186	0.1491
-4374.0	0.7169	0.1488
-4372.0	0.7010	0.1455
-4370.0	0.6734	0.1397
-4368.0	0.6267	0.1300
-4366.0	0.5697	0.1182
-4364.0	0.5064	0.1051
-4362.0	0.4916	0.1020
-4360.0	0.5030	0.1044
-4358.0	0.5409	0.1122
-4356.0	0.6212	0.1289
-4354.0	0.6854	0.1422
-4352.0	0.7454	0.1547
-4350.0	0.7771	0.1613
-4348.0	0.7830	0.1625
-4346.0	0.7819	0.1622
-4344.0	0.7988	0.1658
-4342.0	0.8495	0.1763
-4340.0	0.8801	0.1826
-4338.0	0.8903	0.1848
-4336.0	0.8491	0.1762
-4334.0	0.7797	0.1618
-4332.0	0.7080	0.1469
-4330.0	0.6855	0.1422
-4328.0	0.6955	0.1443
-4326.0	0.7650	0.1588
-4324.0	0.7976	0.1655
-4322.0	0.8029	0.1666
-4320.0	0.8034	0.1667
-4318.0	0.8037	0.1668
-4316.0	0.8037	0.1668
-4314.0	0.8021	0.1665
-4312.0	0.7996	0.1659
-4310.0	0.7982	0.1656
-4308.0	0.7934	0.1646
-4306.0	0.7827	0.1624
-4304.0	0.7397	0.1535
-4302.0	0.6621	0.1374
-4300.0	0.6192	0.1285
-4298.0	0.5845	0.1213
-4296.0	0.5372	0.1115
-4294.0	0.5280	0.1096
-4292.0	0.5146	0.1068
-4290.0	0.5177	0.1074
-4288.0	0.5322	0.1104
-4286.0	0.5599	0.1162
-4284.0	0.5895	0.1223
-4282.0	0.6286	0.1304
-4280.0	0.6352	0.1318
-4278.0	0.5906	0.1226
-4276.0	0.5403	0.1121
-4274.0	0.5393	0.1119
-4272.0	0.5842	0.1212
-4270.0	0.6519	0.1353
-4268.0	0.6567	0.1363
-4266.0	0.6281	0.1303
-4264.0	0.6123	0.1271
-4262.0	0.6120	0.1270
-4260.0	0.6021	0.1249
-4258.0	0.5504	0.1142
-4256.0	0.4952	0.1028
-4254.0	0.4790	0.0994
-4252.0	0.4922	0.1021
-4250.0	0.5026	0.1043
-4248.0	0.4976	0.1033
-4246.0	0.4851	0.1007
-4244.0	0.4839	0.1004
-4242.0	0.4882	0.1013
-4240.0	0.4935	0.1024
-4238.0	0.4979	0.1033
-4236.0	0.5054	0.1049
-4234.0	0.5298	0.1099
-4232.0	0.5829	0.1210
-4230.0	0.6275	0.1302
-4228.0	0.6273	0.1302
-4226.0	0.5935	0.1232
-4224.0	0.5672	0.1177
-4222.0	0.5580	0.1158
-4220.0	0.5582	0.1158
-4218.0	0.5873	0.1219
-4216.0	0.6696	0.1390
-4214.0	0.6867	0.1425
-4212.0	0.6458	0.1340
-4210.0	0.5659	0.1174
-4208.0	0.5343	0.1109
-4206.0	0.5217	0.1083
-4204.0	0.4927	0.1022
-4202.0	0.4674	0.0970
-4200.0	0.4538	0.0942
-4198.0	0.4565	0.0947
-4196.0	0.4707	0.0977
-4194.0	0.4929	0.1023
-4192.0	0.5248	0.1089
-4190.0	0.5725	0.1188
-4188.0	0.6449	0.1338
-4186.0	0.6950	0.1442
-4184.0	0.7225	0.1499
-4182.0	0.7440	0.1544
-4180.0	0.7378	0.1531
-4178.0	0.7086	0.1470
-4176.0	0.6613	0.1372
-4174.0	0.6217	0.1290
-4172.0	0.5627	0.1168
-4170.0	0.5281	0.1096
-4168.0	0.5252	0.1090
-4166.0	0.5197	0.1078
-4164.0	0.5119	0.1062
-4162.0	0.4775	0.0991
-4160.0	0.4410	0.0917
-4158.0	0.3907	0.0839
-4156.0	0.3889	0.0826
-4154.0	0.3824	0.0811
-4152.0	0.3805	0.0799
-4150.0	0.3956	0.0821
-4148.0	0.4286	0.0889
-4146.0	0.4730	0.0982
-4144.0	0.5229	0.1086
-4142.0	0.5561	0.1154
-4140.0	0.5953	0.1235
-4138.0	0.5939	0.1232
-4136.0	0.5806	0.1205
-4134.0	0.5895	0.1223
-4132.0	0.6666	0.1383
-4130.0	0.7233	0.1501
-4128.0	0.7082	0.1470
-4126.0	0.6410	0.1330
-4124.0	0.6074	0.1261
-4122.0	0.5956	0.1236
-4120.0	0.6101	0.1266
-4118.0	0.6300	0.1307
-4116.0	0.6473	0.1343
-4114.0	0.6692	0.1389
-4112.0	0.6887	0.1429
-4110.0	0.7001	0.1453
-4108.0	0.7037	0.1460
-4106.0	0.7055	0.1464
-4104.0	0.7060	0.1465
-4102.0	0.7162	0.1486
-4100.0	0.7188	0.1492
-4098.0	0.6649	0.1380
-4096.0	0.5829	0.1210
-4094.0	0.5018	0.1041
-4092.0	0.4890	0.1015
-4090.0	0.4797	0.0995
-4088.0	0.4828	0.1002
-4086.0	0.4886	0.1014
-4084.0	0.4954	0.1028
-4082.0	0.4993	0.1036
-4080.0	0.5013	0.1040
-4078.0	0.5014	0.1041
-4076.0	0.5013	0.1040
-4074.0	0.4974	0.1032
-4072.0	0.4884	0.1014
-4070.0	0.4826	0.1001
-4068.0	0.4886	0.1014
-4066.0	0.5015	0.1041
-4064.0	0.5025	0.1043
-4062.0	0.4884	0.1013
-4060.0	0.4698	0.0975
-4058.0	0.4718	0.0979
-4056.0	0.4765	0.0989
-4054.0	0.4771	0.0990
-4052.0	0.4759	0.0988
-4050.0	0.4699	0.0975
-4048.0	0.4420	0.0918
-4046.0	0.4077	0.0866
-4044.0	0.3518	0.0775
-4042.0	0.3187	0.0725
-4040.0	0.2977	0.0710
-4038.0	0.2926	0.0696
-4036.0	0.3070	0.0699
-4034.0	0.3112	0.0696
-4032.0	0.3159	0.0698
-4030.0	0.3319	0.0696
-4028.0	0.3670	0.0762
-4026.0	0.4164	0.0864
-4024.0	0.4370	0.0907
-4022.0	0.4440	0.0921
-4020.0	0.4486	0.0932
-4018.0	0.4650	0.0965
-4016.0	0.5134	0.1065
-4014.0	0.5366	0.1114
-4012.0	0.5384	0.1118
-4010.0	0.5166	0.1073
-4008.0	0.4665	0.0968
-4006.0	0.4060	0.0854
-4004.0	0.3337	0.0779
-4002.0	0.3075	0.0747
-4000.0	0.2814	0.0722
-3998.0	0.2640	0.0704
-3996.0	0.2307	0.0653
-3994.0	0.2355	0.0645
-3992.0	0.2328	0.0632
-3990.0	0.2444	0.0622
-3988.0	0.2754	0.0613
-3986.0	0.3379	0.0701
-3984.0	0.3843	0.0798
-3982.0	0.3968	0.0824
-3980.0	0.4067	0.0844
-3978.0	0.4273	0.0887
-3976.0	0.4559	0.0947
-3974.0	0.4721	0.0981
-3972.0	0.4847	0.1006
-3970.0	0.4960	0.1029
-3968.0	0.5113	0.1062
-3966.0	0.5376	0.1116
-3964.0	0.5746	0.1192
-3962.0	0.6142	0.1275
-3960.0	0.6361	0.1320
-3958.0	0.6432	0.1335
-3956.0	0.6444	0.1337
-3954.0	0.6252	0.1297
-3952.0	0.5739	0.1191
-3950.0	0.5210	0.1081
-3948.0	0.5073	0.1053
-3946.0	0.5058	0.1050
-3944.0	0.5097	0.1059
-3942.0	0.5235	0.1087
-3940.0	0.5543	0.1151
-3938.0	0.6310	0.1309
-3936.0	0.7156	0.1485
-3934.0	0.7764	0.1611
-3932.0	0.7750	0.1608
-3930.0	0.7641	0.1586
-3928.0	0.7578	0.1572
-3926.0	0.7443	0.1545
-3924.0	0.6843	0.1420
-3922.0	0.6058	0.1257
-3920.0	0.5250	0.1089
-3918.0	0.4826	0.1001
-3916.0	0.4741	0.0984
-3914.0	0.4928	0.1023
-3912.0	0.5680	0.1179
-3910.0	0.6601	0.1370
-3908.0	0.6834	0.1418
-3906.0	0.6877	0.1427
-3904.0	0.6874	0.1426
-3902.0	0.6881	0.1428
-3900.0	0.6748	0.1400
-3898.0	0.6096	0.1265
-3896.0	0.5455	0.1132
-3894.0	0.5444	0.1130
-3892.0	0.5830	0.1210
-3890.0	0.6470	0.1343
-3888.0	0.6515	0.1352
-3886.0	0.6338	0.1315
-3884.0	0.5986	0.1242
-3882.0	0.5586	0.1159
-3880.0	0.5126	0.1064
-3878.0	0.4249	0.0900
-3876.0	0.2993	0.0747
-3874.0	0.2722	0.0718
-3872.0	0.2656	0.0683
-3870.0	0.2904	0.0686
-3868.0	0.2898	0.0686
-3866.0	0.2966	0.0691
-3864.0	0.3349	0.0695
-3862.0	0.4516	0.0937
-3860.0	0.6060	0.1258
-3858.0	0.6684	0.1387
-3856.0	0.7143	0.1482
-3854.0	0.7326	0.1520
-3852.0	0.7318	0.1519
-3850.0	0.7295	0.1514
-3848.0	0.7254	0.1505
-3846.0	0.7215	0.1497
-3844.0	0.7188	0.1492
-3842.0	0.7178	0.1490
-3840.0	0.7098	0.1473
-3838.0	0.6583	0.1366
-3836.0	0.5809	0.1205
-3834.0	0.4472	0.0946
-3832.0	0.3502	0.0759
-3830.0	0.2628	0.0695
-3828.0	0.2353	0.0655
-3826.0	0.2504	0.0654
-3824.0	0.2729	0.0638
-3822.0	0.3371	0.0700
-3820.0	0.4214	0.0874
-3818.0	0.4626	0.0960
-3816.0	0.4756	0.0987
-3814.0	0.4798	0.0996
-3812.0	0.4746	0.0985
-3810.0	0.4588	0.0952
-3808.0	0.4396	0.0912
-3806.0	0.4214	0.0874
-3804.0	0.4219	0.0875
-3802.0	0.4324	0.0897
-3800.0	0.4358	0.0904
-3798.0	0.4083	0.0847
-3796.0	0.3577	0.0764
-3794.0	0.3402	0.0747
-3792.0	0.3517	0.0731
-3790.0	0.3985	0.0828
-3788.0	0.4377	0.0908
-3786.0	0.4687	0.0973
-3784.0	0.4755	0.0987
-3782.0	0.4639	0.0963
-3780.0	0.4466	0.0927
-3778.0	0.4396	0.0912
-3776.0	0.4337	0.0900
-3774.0	0.4301	0.0892
-3772.0	0.4282	0.0889
-3770.0	0.4315	0.0896
-3768.0	0.4685	0.0972
-3766.0	0.5680	0.1179
-3764.0	0.6155	0.1277
-3762.0	0.6218	0.1290
-3760.0	0.6097	0.1265
-3758.0	0.5871	0.1218
-3756.0	0.5468	0.1135
-3754.0	0.5043	0.1046
-3752.0	0.4703	0.0976
-3750.0	0.4358	0.0905
-3748.0	0.3934	0.0829
-3746.0	0.3648	0.0784
-3744.0	0.3695	0.0778
-3742.0	0.4326	0.0898
-3740.0	0.5115	0.1061
-3738.0	0.5673	0.1178
-3736.0	0.5748	0.1193
-3734.0	0.5766	0.1197
-3732.0	0.5505	0.1142
-3730.0	0.5393	0.1119
-3728.0	0.5801	0.1204
-3726.0	0.6788	0.1409
-3724.0	0.7283	0.1511
-3722.0	0.6941	0.1440
-3720.0	0.6049	0.1255
-3718.0	0.4544	0.0961
-3716.0	0.3078	0.0713
-3714.0	0.2136	0.0652
-3712.0	0.2034	0.0635
-3710.0	0.2096	0.0625
-3708.0	0.2289	0.0602
-3706.0	0.2577	0.0583
-3704.0	0.3045	0.0632
-3702.0	0.3518	0.0730
-3700.0	0.3775	0.0784
-3698.0	0.3993	0.0829
-3696.0	0.4250	0.0882
-3694.0	0.4655	0.0966
-3692.0	0.5132	0.1065
-3690.0	0.5549	0.1152
-3688.0	0.5574	0.1157
-3686.0	0.5371	0.1115
-3684.0	0.5058	0.1050
-3682.0	0.4781	0.0992
-3680.0	0.4411	0.0916
-3678.0	0.3609	0.0776
-3676.0	0.2888	0.0721
-3674.0	0.2258	0.0658
-3672.0	0.1559	0.0627
-3670.0	0.0658	0.0516
-3668.0	0.0044	0.0531
-3666.0	0.0142	0.0492
-3664.0	0.0442	0.0424
-3662.0	0.0850	0.0381
-3660.0	0.1338	0.0392
-3658.0	0.1665	0.0388
-3656.0	0.1898	0.0402
-3654.0	0.2625	0.0546
-3652.0	0.3670	0.0762
-3650.0	0.4575	0.0949
-3648.0	0.5172	0.1074
-3646.0	0.5170	0.1073
-3644.0	0.4965	0.1031
-3642.0	0.4722	0.0980
-3640.0	0.4275	0.0887
-3638.0	0.3385	0.0736
-3636.0	0.2557	0.0675
-3634.0	0.1705	0.0567
-3632.0	0.0811	0.0539
-3630.0	0.0634	0.0532
-3628.0	0.0612	0.0510
-3626.0	0.0572	0.0452
-3624.0	0.0751	0.0405
-3622.0	0.1051	0.0392
-3620.0	0.1546	0.0419
-3618.0	0.2212	0.0460
-3616.0	0.3100	0.0643
-3614.0	0.3768	0.0783
-3612.0	0.4630	0.0962
-3610.0	0.5228	0.1086
-3608.0	0.4931	0.1024
-3606.0	0.4476	0.0929
-3604.0	0.4390	0.0911
-3602.0	0.4521	0.0938
-3600.0	0.4686	0.0972
-3598.0	0.4722	0.0980
-3596.0	0.4732	0.0982
-3594.0	0.4493	0.0933
-3592.0	0.4081	0.0847
-3590.0	0.3628	0.0766
-3588.0	0.3114	0.0718
-3586.0	0.3034	0.0703
-3584.0	0.3015	0.0698
-3582.0	0.3159	0.0710
-3580.0	0.3172	0.0699
-3578.0	0.3656	0.0759
-3576.0	0.4788	0.0994
-3574.0	0.5739	0.1192
-3572.0	0.6059	0.1257
-3570.0	0.6277	0.1303
-3568.0	0.5969	0.1239
-3566.0	0.4983	0.1034
-3564.0	0.4493	0.0932
-3562.0	0.3990	0.0828
-3560.0	0.3764	0.0784
-3558.0	0.3659	0.0766
-3556.0	0.3632	0.0759
-3554.0	0.3615	0.0756
-3552.0	0.3622	0.0757
-3550.0	0.3698	0.0767
-3548.0	0.3963	0.0822
-3546.0	0.4295	0.0892
-3544.0	0.4695	0.0974
-3542.0	0.5128	0.1064
-3540.0	0.5334	0.1107
-3538.0	0.5399	0.1120
-3536.0	0.5001	0.1038
-3534.0	0.4676	0.0970
-3532.0	0.4179	0.0867
-3530.0	0.3880	0.0821
-3528.0	0.3515	0.0765
-3526.0	0.3390	0.0740
-3524.0	0.3365	0.0731
-3522.0	0.3531	0.0740
-3520.0	0.3633	0.0754
-3518.0	0.3819	0.0792
-3516.0	0.3983	0.0826
-3514.0	0.4171	0.0866
-3512.0	0.4460	0.0926
-3510.0	0.4737	0.0983
-3508.0	0.4881	0.1013
-3506.0	0.5038	0.1045
-3504.0	0.5149	0.1068
-3502.0	0.5311	0.1102
-3500.0	0.5338	0.1108
-3498.0	0.5046	0.1047
-3496.0	0.4681	0.0972
-3494.0	0.4640	0.0963
-3492.0	0.4752	0.0986
-3490.0	0.4955	0.1028
-3488.0	0.4986	0.1035
-3486.0	0.4983	0.1034
-3484.0	0.5100	0.1058
-3482.0	0.5685	0.1180
-3480.0	0.6256	0.1298
-3478.0	0.6284	0.1304
-3476.0	0.6211	0.1289
-3474.0	0.5707	0.1184
-3472.0	0.4843	0.1005
-3470.0	0.4140	0.0859
-3468.0	0.3372	0.0740
-3466.0	0.3051	0.0716
-3464.0	0.2924	0.0712
-3462.0	0.3096	0.0689
-3460.0	0.3466	0.0719
-3458.0	0.3872	0.0803
-3456.0	0.4040	0.0838
-3454.0	0.4091	0.0849
-3452.0	0.3993	0.0829
-3450.0	0.3874	0.0804
-3448.0	0.3918	0.0813
-3446.0	0.4058	0.0842
-3444.0	0.4424	0.0918
-3442.0	0.4993	0.1036
-3440.0	0.5667	0.1176
-3438.0	0.6016	0.1248
-3436.0	0.6127	0.1271
-3434.0	0.5762	0.1196
-3432.0	0.4797	0.0995
-3430.0	0.4133	0.0858
-3428.0	0.3425	0.0745
-3426.0	0.2985	0.0693
-3424.0	0.3041	0.0709
-3422.0	0.3142	0.0699
-3420.0	0.3388	0.0703
-3418.0	0.3849	0.0799
-3416.0	0.4326	0.0898
-3414.0	0.4455	0.0925
-3412.0	0.4320	0.0896
-3410.0	0.4123	0.0856
-3408.0	0.3952	0.0820
-3406.0	0.3730	0.0774
-3404.0	0.3648	0.0757
-3402.0	0.3576	0.0742
-3400.0	0.3564	0.0740
-3398.0	0.3588	0.0745
-3396.0	0.3683	0.0764
-3394.0	0.3652	0.0758
-3392.0	0.3530	0.0732
-3390.0	0.3164	0.0687
-3388.0	0.2865	0.0660
-3386.0	0.2463	0.0650
-3384.0	0.2319	0.0628
-3382.0	0.1795	0.0569
-3380.0	0.1027	0.0466
-3378.0	0.0843	0.0484
-3376.0	0.0849	0.0471
-3374.0	0.1004	0.0442
-3372.0	0.1441	0.0433
-3370.0	0.1909	0.0438
-3368.0	0.2294	0.0477
-3366.0	0.2499	0.0518
-3364.0	0.2555	0.0530
-3362.0	0.2520	0.0529
-3360.0	0.2398	0.0529
-3358.0	0.1960	0.0478
-3356.0	0.1895	0.0469
-3354.0	0.1853	0.0463
